-5.464423122343643469e-01,-7.903664388247372274e-02
-2.309939287524526708e-01,4.014575624153293026e-02
1.022384259730913514e-01,1.399294848473590092e-01
4.782706303625053335e-02,-1.125739076213390644e-01
6.714877276093060565e-02,9.041006912100282844e-02
7.443390913400262932e-01,-1.516298330639453875e-03
4.528458532057186292e-01,1.236750943194203228e-01
-1.147339105760059180e-01,-2.117301193528385930e-02
-8.262246284491756576e-01,2.257310718757281343e-02
3.015918481637547832e-01,2.449372885223971841e-01
6.376932072415866237e-01,1.192756376002319096e-01
-8.228021570161512255e-01,3.225553207466136385e-02
1.564439326882050008e+00,1.647068764828119383e-02
4.114028440558896160e-01,-1.503873167197052919e-02
-2.294010689388123747e-01,-5.811412900812548861e-03
-3.013493044492495526e-02,4.945284151479617529e-02
2.137172800545283080e-01,-4.679519227974032053e-02
5.889331672044346988e-02,-3.130644992548825816e-03
-4.592809702388666593e-01,-8.303054986422042649e-02
2.864532691924742691e-01,1.343325884042430862e-01
-3.275825197479141360e-01,8.489092799568286052e-02
-1.423463151356995082e-01,5.276451482385944441e-02
2.363821708447109149e-01,1.402770667556698381e-01
4.982062000120255352e-01,-1.521473324047879494e-01
-3.984574077674257753e-01,2.874967614713905273e-01
-1.786593989415815112e-02,-2.184408690360004346e-01
-4.695525449620314706e-01,5.792118610823587116e-02
-2.093961169996657323e-01,-1.292514590936719165e-02
-6.419764638004424873e-01,-9.505120109950776497e-02
-6.571402859311118450e-01,-9.638893422144172163e-02
-3.428393225561967433e-02,-2.404406984236295841e-01
-1.188913691308168152e+00,1.465301644886969450e-02
-6.023282156368175988e-01,7.136078370648621383e-02
-3.824180679442253927e-01,-4.993651520781688946e-02
-3.855798898808300845e-01,-1.556030218088937100e-02
5.406462173994260045e-02,9.340174753894092685e-02
-4.152506558017748373e-01,-1.245522165400746728e-01
8.146374960743095472e-02,2.539913014521064799e-02
3.055643885492300149e-01,-1.666126996279896078e-01
-3.003306088724774781e-01,2.839970278557037500e-02
-6.874993188503882857e-01,-1.194148623518762192e-01
-2.023876406344889967e-01,-4.337319824883092978e-02
4.770961417018474982e-01,2.516737115968885330e-02
-7.634295497232127525e-01,-2.696911362380571484e-02
-4.253914853329714973e-01,-1.539273665367471696e-03
-2.727967829443204151e-01,5.533242512082908043e-02
6.011846466632154301e-02,2.970009177895331642e-02
3.686264096358937148e-01,1.115691153113271827e-01
-7.246694107807523100e-01,-6.351131594586725826e-02
7.129314296395747874e-01,-4.597582584661873140e-02
-1.431406632951541524e-01,1.397874565325502375e-02
4.344505774165710044e-01,-1.626829232902255451e-01
