-5.588282414151942490e+00,3.122379874382131248e+01
-2.333561698094475112e+00,2.812231152662099376e+01
-7.824594629632271925e+00,3.861553678380599308e+01
-2.272398571851558913e+00,2.235800827052699802e+01
1.842116959497440476e+00,3.700560455724107101e+01
-5.948871551802788815e+00,4.247462322512423327e+01
6.693896051962244798e-01,2.629106204531895941e+01
-9.768872844087212570e+00,3.750118180211451602e+01
1.793638103259141303e+00,2.658399571961415830e+01
-7.369836554924017236e+00,3.172604420831880390e+01
-8.893396139138042500e+00,3.651258095693921746e+01
-9.527748758074780611e+00,2.142263716168018206e+01
-8.273478653751551448e+00,3.679461216169311655e+01
-1.412196982999502026e+00,1.834692500582671215e+01
1.616555380874430625e+00,3.483842876269680744e+01
1.176982568697994225e+00,4.120916414010277151e+01
7.253238133085844197e-01,4.445134100714034275e+01
-7.656965181048981606e+00,3.269198730073384240e+01
-2.377792754506701911e+00,3.333054296534333361e+01
-1.551835661216093953e+00,3.739146081971783531e+01
-1.084626899323048121e+00,3.222593139652424554e+01
1.834387986952918936e+00,2.060197664564203990e+01
1.138254600729453614e-01,4.028999167318070107e+01
1.714371907128645844e+00,2.368055549426476603e+01
-2.469948990476865447e+00,2.356427616959857829e+01
-9.285251140726595409e+00,2.429019444716158915e+01
-7.443785149870342011e+00,3.225297340810746505e+01
-1.339517752424512764e-01,2.304705444212657284e+01
-9.023466180484813748e+00,3.134062642648510177e+01
-2.332644943791898129e+00,2.645655794354381030e+01
-4.155025504010261272e-01,3.738267110522487258e+01
-6.552940162509831801e+00,3.892925281955506023e+01
-5.687192449048747989e-01,4.299434478667937753e+01
-6.254807728619594442e+00,3.323334953259595892e+01
-9.253339819789985654e+00,3.533274804339660591e+01
-2.267151795125565528e+00,3.531742177588499487e+01
-4.378529220347227024e+00,3.753304944729936921e+01
-8.574778165725781776e+00,4.091836117246644733e+01
1.852941227436069482e+00,1.966338960322175922e+01
-6.442148196105410562e-01,2.141016075302067989e+01
-2.668393923265773182e+00,4.399835831353183835e+01
-9.452733586653417674e+00,2.852783543280538225e+01
-5.005544945877744567e-01,3.804652891318517050e+01
-7.899208766428882811e+00,2.065933982888747877e+01
-2.152480500000836017e+00,3.000936868616819453e+01
-5.459778940219499610e+00,2.938501112658029513e+01
-6.265693311786371567e+00,2.548615264044688544e+01
4.139889293365470735e-01,2.305033628033270787e+01
-5.176832805997636733e+00,3.116584139626627703e+01
-9.280690696829445585e+00,1.986780554821118017e+01
-5.682252052368976791e+00,2.501475891833849730e+01
-9.388261388737825897e+00,2.707663773861029810e+01
-5.640473135954255923e+00,2.097832597847699176e+01
-5.852793585072255667e-01,1.932454789166768094e+01
-7.128913873029034676e-01,2.697604579406475267e+01
-9.029254315957679466e+00,2.256802015681732243e+01
1.516666948765234224e+00,2.390415221419971914e+01
-2.954474808270651565e+00,2.246751214776844563e+01
9.355821102456935989e-01,3.463859803456563924e+01
-5.179607614777212099e+00,3.302307672452825216e+01
-9.037517224980165409e+00,2.660124308290284389e+01
-6.895313847697046583e+00,2.373930706574375904e+01
-1.073602343455366537e-01,2.622802778548826552e+01
-8.487109801298942102e-01,2.229201484431602509e+01
-4.064124358949230853e+00,3.827282629167141437e+01
4.174199541346403919e-01,3.869658262040791641e+01
-7.331025682636962415e-01,1.849962843486732922e+01
-7.836876892101409808e+00,2.121068295895029365e+01
-8.529234743024716181e-02,3.678550945043349429e+01
-2.184424305971257141e+00,1.991205020584763474e+01
-1.592271791126510294e+00,3.093177094903725433e+01
-8.418827495433907515e+00,3.455357401773492398e+01
-3.322161625261557560e+00,2.135906581762953493e+01
6.757390833366940797e-01,1.894895154728798303e+01
1.236787477810192826e+00,2.427950166692923517e+01
-6.451746425628478221e+00,1.976201976728952303e+01
-9.680714640403724758e-01,4.157454468039787798e+01
1.244537770635325558e+00,3.785236988283489268e+01
-3.681396494415552390e+00,2.663465157001345318e+01
1.896410451114778795e+00,4.378408298147094513e+01
-5.147470567495447291e+00,3.277055906953026465e+01
-3.433639045645597854e+00,2.268604289704769528e+01
